show_id;type;title;director;date_added;release_year;rating_ages;description;time;unit_time
s7091;Movie;InuYasha: The Movie 2: The Castle Beyond the Looking Glass;Toshiya Shinohara;2017-09-01;2002;Teens;With their biggest foe seemingly defeated, InuYasha and his friends return to everyday life. But the peace is soon shattered by an emerging new enemy.;99;Minutes
s7092;Movie;Invictus;Clint Eastwood;2019-11-01;2009;Teens;After the end of apartheid, newly elected President Nelson Mandela uses the 1995 World Cup rugby matches to unite his people in South Africa.;134;Minutes
s7093;Movie;Invisible Essence: The Little Prince;Charles Officer;2019-01-14;2018;Older Kids;Artists and writers delve into the heart of Antoine de Saint-Exupéry's timeless fable, which captured the imagination of children and adults worldwide.;91;Minutes
s7094;Movie;Inxeba;John Trengove;2018-02-01;2017;Adults;At an initiation ritual for the young men of his Xhosa community, a closeted factory hand meets a Johannesburg teen who discovers his best-kept secret.;88;Minutes
s7095;Movie;Iqbal;Nagesh Kukunoor;2018-03-01;2006;Older Kids;A boy with a hearing and speech impairment – and extraordinary athletic ability – chases his lifelong dream of playing cricket for India.;127;Minutes
s7096;Movie;Irada Pakka;Kedar Shinde;2018-03-15;2010;Teens;Bored in their happy marriage, a couple decides to spice things up by fighting more, but their game takes the relationship on an unexpected path.;137;Minutes
s7097;Movie;Iron Cowboy: The Story of the 50.50.50;Jacob Schwab;2019-07-19;2018;Teens;A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states.;77;Minutes
s7098;Movie;Iron Man & Captain America: Heroes United;Leo Riley;2014-10-12;2014;Older Kids;While battling to keep the Red Skull and Taskmaster from unleashing a Hydra army, Iron Man and Captain America must learn to work together.;71;Minutes
s7099;TV Show;Iron Man: Armored Adventures;Unknown;2020-08-01;2011;Older Kids;Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.;2;Seasons
s7100;Movie;Ishqedarriyaan;V. K. Prakash;2018-03-01;2015;Teens;A young millionaire is willing to do anything to make the schoolteacher he loves happy. Even if it means helping her marry someone else.;130;Minutes
s7101;TV Show;Islands of the Future;Unknown;2017-03-01;2014;Older Kids;Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy.;1;Seasons
s7102;TV Show;마녀사냥;Unknown;2018-02-19;2015;Adults;Four Korean celebrity men and guest stars of both genders discuss women, sex and relationships – to an unprecedented degree of openness.;1;Seasons
s7103;Movie;Issaq;Manish Tiwary;2018-03-01;2013;Adults;Two young lovers in Banaras are caught in the crossfire of a feud between their powerful families and a political climate destroying their city.;140;Minutes
s7104;Movie;It Takes Two;Andy Tennant;2019-11-20;1995;Older Kids;The Olsen twins put a cute new spin on Mark Twain's classic tale The Prince and the Pauper, playing identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa.;101;Minutes
s7105;Movie;It's Fine;Ismail Farouk;2019-05-03;2012;Teens;When a beautiful belly-dancer moves into their apartment building, a group of unhappily married men strives to get her attention.;101;Minutes
s7106;Movie;It's Now or Never;Maria Ripoll;2016-03-01;2015;Adults;When Eva and Alex decide to wed in England, where they met three years earlier, obstacles including a labor strike and a volcano keep them apart.;91;Minutes
s7107;Movie;It's Okay, Buddy;Hani Hamdi;2019-06-06;2017;Teens;Two down-on-their-luck singers set out to marry wealthy women – but not everyone is happy to have them climb the social ladder.;84;Minutes
s7108;Movie;Iverson;Zatella Beatty;2016-04-01;2014;Adults;This unfiltered documentary follows the rocky life and stratospheric career of Allen Iverson, an NBA icon who left an indelible mark on the sport.;88;Minutes
s7109;Movie;최강전사 미니특공대 : 영웅의 탄생;Young Jun Lee;2018-09-01;2018;Older Kids;Miniforce, a special task force of elite rangers, takes on the Lizard Army to save Earth before it’s too late, in this prequel to the TV series.;68;Minutes
s7110;Movie;Jaan-E-Mann: Let's Fall in Love... Again;Shirish Kunder;2019-12-31;2006;Teens;To avoid alimony payments, an aspiring actor schemes for his ex-wife to marry an unlikely suitor, but soon realizes he may not be ready to lose her.;163;Minutes
s7111;Movie;Jack and the Cuckoo-Clock Heart;Mathias Malzieu, Stéphane Berla;2017-02-08;2013;Older Kids;Equipped with a mechanical heart and determined to stay out of death's shadow, young Jack understands that love could prove fatal.;93;Minutes
s7112;Movie;Jack of all Trades;Harvey Glazer, Stuart Stone;2019-07-16;2018;Adults;Once upon a time, baseball cards were as much an American pastime as the sport. But then scandal rocked the multi-million-dollar industry for good.;86;Minutes
s7113;TV Show;Jack Taylor;Stuart Orme;2013-03-31;2016;Adults;Ken Bruen's bestselling crime novels leap to life in this series of TV movies featuring Irish cop-turned-private-investigator Jack Taylor.;1;Seasons
s7114;Movie;Jackie Brown;Quentin Tarantino;2019-08-01;1997;Adults;When an aging flight attendant's caught smuggling cash and forced to help with an investigation, she hatches a clever plan to make off with the dough.;154;Minutes
s7115;Movie;Jackpot;Dustin Nguyen;2018-10-06;2015;Teens;A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.;92;Minutes
s7116;Movie;Jail;Madhur Bhandarkar;2019-12-31;2009;Teens;Incarcerated for a crime he didn’t commit, a young man must navigate the crowded, cut-throat environment of prison as he awaits trial.;132;Minutes
s7117;Movie;Jake's Buccaneer Blast;Unknown;2017-08-06;2014;Kids;Jake, Izzy, Cubby and Skully face off against the scheming Captain Hook in a race to find special treasures hidden all around Never Land.;22;Minutes
s7118;Movie;Jal;Girish Malik;2017-10-15;2013;Teens;A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.;132;Minutes
s7119;Movie;Jalpari: The Desert Mermaid;Nila Madhab Panda;2018-05-19;2012;Teens;When they travel to their father's ancestral village, city kids expecting a natural paradise instead find a poor, dusty town that harbors secrets.;94;Minutes
s7120;Movie;Janaan;Azfar Jafri;2017-09-15;2016;Teens;After 11 years in Canada, young Meena returns to her native Pakistan for a family wedding and becomes romantically entangled with an adopted cousin.;132;Minutes
s7121;TV Show;Japanese Style Originator;Unknown;2017-05-01;2008;Kids;Find out everything there is to know about Japanese tradition, from food to culture to objects and arts, and the people who are continuing it today.;1;Seasons
s7122;Movie;Jay and Silent Bob Strike Back;Kevin Smith;2019-01-01;2001;Adults;Jay and Silent Bob's comic book alter egos have been sold to Hollywood without permission, so they head to Tinseltown to sabotage the production.;105;Minutes
s7123;Movie;Jealousy and medicine;Janusz Majewski;2019-10-01;1973;Adults;Tormented by mistrust, a businessman hires a cagey tailor to track his wife's whereabouts with her doctor only to send his mind further down an abyss.;97;Minutes
s7124;TV Show;Jeopardy!;Unknown;2020-12-18;2019;Kids;Alex Trebek hosts one of TV's longest-running game shows, where a trio of players buzz in with their knowledge of history, arts, pop culture and more.;2;Seasons
s7125;Movie;Jeremy Scott: The People's Designer;Vlad Yudin;2016-04-01;2015;Teens;The journey of fashion designer Jeremy Scott from humble roots on a Missouri farm to creative director of Moschino is charted in this documentary.;109;Minutes
s7126;TV Show;Jericho;Unknown;2017-08-16;2008;Teens;Jake returns to his Kansas town to collect an inheritance, but a nuclear blast cuts off the outside world and makes him a reluctant leader amid chaos.;2;Seasons
s7127;Movie;Jersey Boys;Clint Eastwood;2019-01-01;2014;Adults;Adapted from the hit Broadway musical, this nostalgic look at the Four Seasons and their bumpy offstage lives stretches across four decades.;134;Minutes
s7128;Movie;Jesus: Countdown to Calvary;Gerry Hoban;2019-04-01;2018;Teens;Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.;53;Minutes
s7129;Movie;Jewel's Catch One;C. Fitz;2018-05-01;2016;Adults;The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.;84;Minutes
s7130;TV Show;Jhansi Ki Rani;Unknown;2017-06-01;2009;Teens;In British-ruled, 19th-century India, a 14-year-old girl trains as a warrior and becomes a devoted crusader in her country's fight for independence.;1;Seasons
s7131;Movie;Jimi Hendrix;Joe Boyd;2019-11-01;1973;Adults;Jimi Hendrix's family, friends, and fellow musicians discuss his life and influence. Hendrix also appears in classic performance footage.;102;Minutes
s7132;TV Show;JingleKids;Unknown;2019-04-01;2017;Older Kids;In a magical wonderland, merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures.;1;Seasons
s7133;Movie;Jiro Dreams of Sushi;David Gelb;2019-06-05;2011;Older Kids;This documentary profiles sushi chef Jiro Ono, an 85-year-old master whose 10-seat, $300-a-plate restaurant is legendary among Tokyo foodies.;79;Minutes
s7134;Movie;Jis Desh Men Ganga Behti Hai;Radhu Karmakar;2019-12-31;1960;Teens;Falling in with a band of outlaws during a holy pilgrimage, a country boy tries to change their violent ways ahead of a showdown with the authorities.;181;Minutes
s7135;Movie;Joe Cocker: Mad Dog with Soul;John Edginton;2017-04-01;2017;Teens;From his star turn at Woodstock to his battles with addiction, this film chronicles the stormy life and unique talent of soulful singer Joe Cocker.;90;Minutes
s7136;Movie;John & Jane;Ashim Ahluwalia;2016-08-15;2005;Teens;Truth and fiction blend in this quasi-documentary about six exhausted workers at a Mumbai call center servicing U.S. customers.;79;Minutes
s7137;Movie;John Carter;Andrew Stanton;2019-05-02;2012;Teens;One minute, Civil War veteran John Carter is evading Apaches the next, he's waking up on Mars, a once-fruitful planet that's devolved into chaos.;133;Minutes
s7138;Movie;John Day;Ahishor Solomon;2019-12-31;2013;Adults;A bank manager and his wife, still grieving over their daughter who died in a fire, become pawns in a bank heist with ties to corruption and fraud.;125;Minutes
s7139;Movie;John Mellencamp: Plain Spoken;Unknown;2018-02-01;2017;Adults;Iconic rocker John Mellencamp lights up Chicago in an electrifying live performance featuring old classics and new tracks.;80;Minutes
s7140;Movie;Jonathan;Bill Oliver;2019-04-16;2018;Adults;Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down.;101;Minutes
s7141;TV Show;Jonathan Strange & Mr Norrell;Toby Haynes;2016-08-25;2015;Teens;In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange.;1;Seasons
s7142;Movie;Jora 10 Numbaria;Amardeep Singh Gill;2018-01-01;2017;Adults;The wounds of a traumatic childhood and a corrupt, unjust system push a young man into becoming a cold-blooded, ruthless gangster.;135;Minutes
s7143;TV Show;Juana Brava;Unknown;2017-03-20;2015;Adults;After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality.;1;Seasons
s7144;TV Show;Juana Inés;Unknown;2017-01-27;2016;Teens;Juana Inés de la Cruz, a powerful feminist nun involved in a forbidden love affair with a woman, faces oppression in 17th-century Mexico.;1;Seasons
s7145;Movie;Judwaa;David Dhawan;2019-12-31;1997;Teens;Separated at birth, a pair of identical twins unexpectedly reunite as adults and embark on a madcap mission to take down a common enemy from their past.;133;Minutes
s7146;Movie;Judy Moody and the Not Bummer Summer;John Schultz;2019-08-08;2011;Older Kids;In this family film, never-dull third-grader Judy Moody embarks on a summer adventure with her brother, Stink, and always-up-for-fun Aunt Opal.;91;Minutes
s7147;Movie;Jugaad;Susannah Heath-Eves;2018-09-15;2017;Teens;Following the stories of five diverse individuals, this documentary offers a glimpse into the indomitable tenacity of several Mumbai residents.;52;Minutes
s7148;Movie;Julie & Julia;Nora Ephron;2021-01-01;2009;Teens;In this heartwarming tale, Julie Powell decides to spice up her uneventful life by cooking all 524 recipes outlined in Julia Child's classic cookbook.;123;Minutes
s7149;TV Show;Julius Jr.;Unknown;2015-11-03;2014;Kids;Paul Frank's fun artwork comes to life in this show that follows monkey Julius Jr. and his friends as they explore the world and help each other out.;2;Seasons
s7150;Movie;Jumping the Broom;Salim Akil;2020-11-01;2011;Teens;After a whirlwind romance, a couple rushes to say I do at the bride's family estate on Martha's Vineyard, where their relations meet — and clash.;113;Minutes
s7151;Movie;Junebug;Phil Morrison;2019-03-01;2005;Adults;When a big-city art dealer travels to North Carolina to meet her new husband's small-town family, their trip gives rise to a multitude of problems.;107;Minutes
s7152;Movie;Jupiter Ascending;Lana Wachowski, Lilly Wachowski;2019-08-01;2015;Teens;A young impoverished woman learns she's been predestined to change the fate of the universe after a genetically engineered hunter tracks her down.;128;Minutes
s7153;Movie;Just Friends;Roger Kumble;2019-09-01;2005;Teens;Years after high school, a once-portly nice guy comes home for the holidays and reunites with a former crush he still has feelings for.;94;Minutes
s7154;Movie;Justice, My Foot!;Johnnie To;2018-08-31;1992;Teens;Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.;95;Minutes
s7155;Movie;Justin Bieber: Never Say Never;Jon M. Chu;2018-01-01;2011;Kids;Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.;106;Minutes
s7156;TV Show;K;Unknown;2016-12-01;2012;Adults;A young boy is wanted for a crime he has no recollection of committing and must go on the run, hunted by two powerful kings and their forces.;1;Seasons
s7157;Movie;K-19: The Widowmaker;Kathryn Bigelow;2019-11-21;2002;Teens;On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion.;138;Minutes
s7158;TV Show;Kaçak;Unknown;2016-12-26;2013;Teens;A cop who killed a mobster's son and fled to a small town with a changed identity finds his quiet new life disrupted when he becomes a local hero.;1;Seasons
s7159;Movie;Kaabil;Sanjay Gupta;2017-06-25;2017;Teens;The happy life of a young blind couple is shattered when the wife is raped and corrupt police won't help, sending the husband on a quest for revenge.;139;Minutes
s7160;Movie;Kaakan;Kranti Redkar;2018-03-01;2015;Older Kids;Star-crossed lovers from different social strata struggle to overcome differences in class and family expectation, as well as a long separation.;132;Minutes
s7161;Movie;Kaalia;Tinnu Anand;2019-12-31;1981;Teens;Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.;173;Minutes
s7162;Movie;Kaaliyan;Jijo Pancode;2018-08-01;2017;Older Kids;An aggressive, wayward fisherman abandons his wife and daughters, who grow up to face the consequences of their father's mistakes.;105;Minutes
s7163;Movie;Kabali (Hindi Version);Pa. Ranjith;2017-12-15;2016;Adults;In this Hindi version of the Tamil blockbuster, a Tamil gang leader in Kuala Lumpur seeks justice for crimes committed against him and his family.;148;Minutes
s7164;Movie;Kacche Dhaagey;Buta Singh;2017-11-01;2016;Teens;While visiting India for her cousin's wedding, a Canadian girl develops strong feelings for a boy from a lower caste.;120;Minutes
s7165;Movie;Kahlil Gibran's The Prophet;Roger Allers, Gaëtan Brizzi, Paul Brizzi, Joan C. Gratz, Mohammed Saeed Harib, Tomm Moore, Nina Paley, Bill Plympton, Joann Sfar, Michael Socha;2017-10-01;2014;Older Kids;A troubled young girl and her mother find solace on a journey with a subversive poet whose words captivate their hearts and imaginations.;85;Minutes
s7166;Movie;Kajraare;Pooja Bhatt;2017-10-22;2010;Teens;A popular singer on the run poses as a bartender and falls in love with a prostitute, but their love is threatened by a violent incident in his past.;113;Minutes
s7167;Movie;Kaleidoscope;Rupert Jones;2018-05-08;2016;Adults;A quiet ex-con's tenuous grip on reality starts to slip when his manipulative mother brings out a part of him he hoped to leave behind.;99;Minutes
s7168;Movie;Kalki;Dhilip Kumar;2018-03-01;2017;Teens;A scientist trying to solve one of the universe's greatest puzzles begins a romance with a much younger colleague that's haunted by a dark secret.;41;Minutes
s7169;Movie;Kanika;Unknown;2018-03-01;2017;Teens;A doctor and his colleagues who use sex-determination testing for unethical ends face retribution from a supernatural victim who seeks vengeance.;110;Minutes
s7170;Movie;Karzzzz;Satish Kaushik;2017-10-22;2008;Teens;When flashbacks reveal that he's the reincarnation of a man murdered by his wife, rock star Monty sets out to get revenge for the decades-old crime.;137;Minutes
s7171;Movie;Kate & Leopold;James Mangold;2020-01-01;2001;Teens;A present-day woman takes responsibility for guiding a charming time-traveling 19th-century nobleman through the 21st century.;118;Minutes
s7172;Movie;Katha;Sai Paranjape;2019-12-31;1982;Older Kids;Secretly in love with his neighbor, a mild-mannered clerk is heartbroken when his much bolder, more charming friend wins her heart instead.;140;Minutes
s7173;Movie;Katt Williams: Live;Alphonso J. Wesson;2018-07-19;2006;Adults;Outspoken comedian Katt Williams pokes fun at a variety of topics, including sex, relationships, parenthood and trying to make it as an entertainer.;85;Minutes
s7174;Movie;Kaviyude Osyath;Vineeth Anil;2018-07-01;2017;Teens;When a late poet leaves behind his property to a young man, the man's brother suspects the poet may have been more than just a family friend.;116;Minutes
s7175;Movie;Kay Dyache Bola;Chandrakant Kulkarni;2018-01-01;2005;Teens;Wrongfully accused of murder, two students' last hope lies with their defense attorney, an inexperienced bumbler who's never even tried a case.;133;Minutes
s7176;TV Show;Ken Burns: The Civil War;Ken Burns;2017-02-22;1990;Teens;Ken Burns's documentary depicts the action of famous Civil War battles, and relates the stories of soldiers, generals and a beleaguered president.;1;Seasons
s7177;TV Show;Ken Burns: The Roosevelts: An Intimate History;Ken Burns;2017-02-22;2014;Older Kids;Award-winning documentarian Burns profiles three members of one of America's premier political families: Theodore, Franklin and Eleanor Roosevelt.;1;Seasons
s7178;TV Show;Ken Burns: The West;Unknown;2017-03-14;1996;Older Kids;Historian Ken Burns and his team bring to life the challenges Americans faced in the 19th century as they embarked on westward expansion.;1;Seasons
s7179;Movie;Kevin Hart: Laugh at My Pain;Leslie Small, Tim Story;2018-10-01;2011;Adults;Sometimes edgy and always hilarious, comedian Kevin Hart shines in this theatrical version of his record-breaking 2011 live tour.;89;Minutes
s7180;Movie;Kevin Hart: Let Me Explain;Leslie Small, Tim Story;2018-07-13;2013;Adults;Philadelphia funnyman Kevin Hart takes the stage in front of a sold-out crowd at Madison Square Garden, part of his hit Let Me Explain world tour.;75;Minutes
s7181;Movie;Kevin Hart: Seriously Funny;Shannon Hartman;2018-10-01;2010;Adults;With his unique hip-hop style delivery, African American stand-up comedian Kevin Hart expounds on life at a sold-out concert performance.;67;Minutes
s7182;Movie;Kevyn Aucoin: Beauty & the Beast in Me;Lori Kaye;2019-01-01;2017;Adults;Makeup artist Kevyn Aucoin worked with top supermodels in the 1980s and 1990s. Personal videos merged with interviews provide a peek into his life.;90;Minutes
s7183;TV Show;Khaani;Unknown;2019-08-01;2017;Teens;After a rich politician's son kills a young woman's brother, an unlikely romantic connection complicates her pursuit of justice.;1;Seasons
s7184;Movie;Khalnayak;Subhash Ghai;2018-03-01;1993;Teens;A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.;170;Minutes
s7185;TV Show;Khan: No. 1 Crime Hunter;Unknown;2018-05-01;2018;Teens;From fake marriages to online shopping fraud, a whip-smart police officer investigates truly baffling cons that were inspired by true stories.;1;Seasons
s7186;TV Show;Khelti Hai Zindagi Aankh Micholi;Unknown;2017-04-01;2013;Teens;The life of a 14-year-old girl is thrown into turmoil when her father dies, forcing her mother to make hard choices for their family.;1;Seasons
s7187;Movie;Khosla Ka Ghosla;Dibakar Banerjee;2018-08-02;2006;Teens;A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.;124;Minutes
s7188;TV Show;Khotey Sikkey;Unknown;2018-03-15;2011;Teens;Five affluent youths find a new sense of purpose as they team up with a Mumbai police officer on crime-busting missions around the city.;1;Seasons
s7189;Movie;Khubsoorat;Hrishikesh Mukherjee;2019-12-31;1980;Older Kids;A strict matriarch's regimented household is upended by the arrival of a spunky relative who challenges the rules.;120;Minutes
s7190;Movie;Khushi;Surya S.J., Sunil Kumar Agrawal;2018-03-01;2003;Teens;While playing matchmaker to a pair of their friends, two young university students begin developing feelings for each other.;157;Minutes
s7191;Movie;Kia and Cosmos;Sudipto Roy;2019-05-01;2018;Teens;A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.;124;Minutes
s7192;Movie;Kickboxer: Retaliation;Dimitri Logothetis;2018-04-26;2017;Adults;Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute.;110;Minutes
s7193;Movie;Kickboxer: Vengeance;John Stockwell;2016-12-08;2016;Adults;After a skilled fighter falls in the ring, his younger brother emerges from the shadows to train and get revenge against a brutal champion.;90;Minutes
s7194;Movie;Kicking and Screaming;Noah Baumbach;2019-11-04;1995;Adults;After graduating, four college roomies – petrified by the prospect of facing real life – reluctantly step into adulthood in this ensemble comedy.;97;Minutes
s7195;Movie;Kid Kulafu;Paul Soriano;2019-03-04;2015;Teens;Growing up in poverty and political turmoil, he found his way out in the ring. The early years of world-famous boxer Manny Pacquiao unfolds in this biopic.;108;Minutes
s7196;Movie;Kidnapping Mr. Heineken;Daniel Alfredson;2017-09-08;2015;Adults;When beer magnate Alfred Freddy Heineken is kidnapped in 1983, his abductors make the largest ransom demand in history.;95;Minutes
s7198;Movie;Kill Bill: Vol. 1;Quentin Tarantino;2020-01-01;2003;Adults;An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle. But she lives – and plots her vengeance.;111;Minutes
s7199;Movie;Kill Bill: Vol. 2;Quentin Tarantino;2020-01-01;2004;Adults;The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.;137;Minutes
s7200;Movie;Kill Command;Steven Gomez;2017-02-23;2016;Adults;On a remote island, elite soldiers discover their training exercise is actually an experimental death trap teeming with efficiently lethal robots.;100;Minutes
s7201;Movie;Kill Hitler! The Luck of the Devil;Frédéric Tonolli;2019-05-01;2015;Teens;From politicians to officers, many attempted to kill Hitler – and failed. This documentary delves into the details of how their plots unraveled.;53;Minutes
s7202;Movie;Kill Ratio;Paul Tanter;2017-02-17;2016;Adults;Posing as a telecom salesman at a business conference, a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.;87;Minutes
s7203;Movie;Kill the Irishman;Jonathan Hensleigh;2020-08-21;2011;Adults;This true crime tale charts the rise and fall of mobster Danny Greene, who faced down the Mafia to gain control of organized crime in 1970s Cleveland.;106;Minutes
s7204;Movie;Killer Klowns from Outer Space;Stephen Chiodo;2020-04-01;1988;Teens;An alien band of killer clowns descends from the cosmos to harvest scores of small-town victims, cocooning their prey in cotton candy to eat later.;86;Minutes
s7205;Movie;Killers;Robert Luketic;2021-01-01;2010;Teens;After a whirlwind romance, Jen and Spencer settle into married life — until Spencer's secret past as a hit man shakes up their suburban bliss.;100;Minutes
s7206;Movie;Kills on Wheels;Attila Till;2018-03-15;2016;Adults;Two young men with disabilities befriend a hitman in a wheelchair and become his helpers, only to wind up in the crosshairs of a Serbian mobster.;103;Minutes
s7207;Movie;Kilo Two Bravo;Paul Katis;2019-03-01;2014;Adults;On patrol in Afghanistan, a British paratrooper unit unwittingly ventures into a dry riverbed that turns out to be littered with land mines.;109;Minutes
s7208;Movie;King Jack;Felix Thompson;2016-07-01;2015;Adults;Already coping with a bully, a mercurial older brother and summer school, 15-year-old Jack is saddled with his young cousin for an eventful weekend.;81;Minutes
s7209;Movie;King's Ransom;Jeffrey W. Byrd;2019-11-01;2005;Teens;A wealthy, despicable businessman comes to the realization that he may lose half his fortune to the obnoxious wife he's trying to divorce. So, he decides to arrange his own kidnapping in order to wipe himself out and claim poverty.;98;Minutes
s7210;TV Show;Kingdoms of the Sky;Steve Greenwood;2018-10-01;2018;Older Kids;Meet the astonishing animals and adventurous people living on some of the most spectacular – and formidable – mountain ranges in the world.;1;Seasons
s7211;Movie;Kingpin;Peter Farrelly, Bobby Farrelly;2020-01-01;1996;Teens;After a bowler loses his hand, his career takes a nosedive. That is, until he uncovers the next big thing: an Amish kid named Ishmael.;114;Minutes
s7212;Movie;Kings;Deniz Gamze Ergüven;2018-10-29;2017;Adults;A foster mom and her houseful of kids befriend a bitter neighbor after the Rodney King verdict is handed down in 1992 Los Angeles.;87;Minutes
s7213;Movie;Kis Kisko Pyaar Karoon;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;2017-11-01;2015;Older Kids;A man's decision to marry three women, to keep them from committing suicide, complicates his relationship with his girlfriend.;132;Minutes
s7214;Movie;Kiss the Girls;Gary Fleder;2020-01-01;1997;Adults;A forensic psychologist teams up with an escaped kidnapping victim to hunt down a serial killer who abducts and dominates strong-willed women.;116;Minutes
s7215;TV Show;Kiss The Series;Unknown;2019-05-26;2016;Teens;After a night out, Sandee wakes to discover she and her buddy have either taken their platonic friendship to a whole new level or ruined it forever.;1;Seasons
s7216;TV Show;Kitten Rescuers;Unknown;2019-10-02;2017;Teens;Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.;1;Seasons
s7217;Movie;KL Zombi;Woo Ming Jin;2017-08-21;2013;Teens;A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.;92;Minutes
s7218;TV Show;Knights of Sidonia;Unknown;2019-12-01;2015;Adults;A hero rises to save a world that's also a spaceship under siege by an alien threat in this original anime series based on the popular manga comic.;2;Seasons
s7219;Movie;Knock Knock;Eli Roth;2020-11-01;2015;Adults;A devoted husband and father on his own for the weekend has his life turned inside out after giving shelter to two young women during a storm.;99;Minutes
s7220;Movie;Know Your Enemy - Japan;Frank Capra, Joris Ivens;2017-03-31;1945;Teens;Though culturally insensitive by modern standards, this propaganda film examines the history of Japan from the 16th century through the 1930s.;63;Minutes
s7221;Movie;Knowing;Alex Proyas;2019-10-01;2009;Teens;An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.;121;Minutes
s7222;Movie;Koko: The Gorilla Who Talks;Jonathan Taylor;2017-03-01;2016;Kids;Witness the incredible, decades-long friendship between Koko the gorilla and Penny Patterson, who taught Koko to communicate via sign language.;56;Minutes
s7223;TV Show;Kon Kon Kon;Unknown;2018-02-16;2014;Older Kids;Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.;1;Seasons
s7224;Movie;Kon-Tiki;Joachim Rønning, Espen Sandberg;2019-04-26;2012;Teens;With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.;96;Minutes
s7225;Movie;Koshish;Gulzar;2019-12-31;1972;Teens;A speech and hearing-impaired couple persists through unforgiving obstacles to be accepted by society and live a life of dignity.;115;Minutes
s7226;Movie;Kraftidioten;Hans Petter Moland;2017-01-05;2014;Adults;When he sets out to avenge his son's murder, mild-mannered snowplow driver Nils sparks a war between a Norwegian mobster and his Serbian rival.;117;Minutes
s7227;Movie;Krish Trish and Baltiboy;Unknown;2017-09-08;2009;Older Kids;A team of minstrels, including a monkey, cat and donkey, narrate folktales from the Indian regions of Rajasthan, Kerala and Punjab.;58;Minutes
s7228;Movie;Krish Trish and Baltiboy: Battle of Wits;Munjal Shroff, Tilak Shetty;2017-09-08;2013;Older Kids;An artisan is cheated of his payment, a lion of his throne and a brother of his inheritance in these three stories of deception and justice.;62;Minutes
s7229;Movie;Krish Trish and Baltiboy: Best Friends Forever;Munjal Shroff, Tilak Shetty;2017-09-08;2016;Kids;A cat, monkey and donkey team up to narrate folktales about friendship from Northeast India, and the Indian regions of Bihar and Rajasthan.;65;Minutes
s7230;Movie;Krish Trish and Baltiboy: Comics of India;Tilak Shetty;2017-09-08;2012;Older Kids;In three comic-strip-style tales, a boy tries to sell wisdom, a demon is released from captivity, and a king assigns impossible tasks to his minister.;61;Minutes
s7231;Movie;Krish Trish and Baltiboy: Face Your Fears;Tilak Shetty;2017-11-17;2017;Older Kids;In three tales about fear, a baby elephant gets captured by a circus, two boys enter a haunted house and a parrot faces his fear of flying.;65;Minutes
s7232;Movie;Krish Trish and Baltiboy: Oversmartness Never Pays;Tilak Shetty;2017-09-08;2017;Older Kids;A cat, monkey and donkey learn the consequences of cheating through stories from the Indian regions of Rajasthan, West Bengal and Maharashtra.;65;Minutes
